130.95987748851456,170.06463878326997
147.95467075038286,170.06463878326997
170.9476263399694,171.0650190114069
121.96263399693721,192.0730038022814
122.96232771822359,211.08022813688217
117.96385911179173,237.09011406844104
121.96263399693721,274.1041825095057
121.96263399693721,319.12129277566544
130.95987748851456,362.13764258555136
145.9552833078101,409.15551330798485
158.95130168453292,451.17148288973385
180.9445635528331,480.1825095057035
212.93476263399694,493.1874524714829
259.9203675344564,497.1889733840305
306.9059724349158,498.18935361216734
366.887595712098,498.18935361216734
406.87534456355286,494.18783269961983
426.8692189892803,491.1866920152092
456.86003062787137,484.184030418251
482.852067381317,476.1809885931559
508.8441041347627,458.17414448669206
521.8401225114854,426.16197718631184
525.838897396631,399.151711026616
540.8343032159265,363.1380228136882
541.8339969372129,320.1216730038023
538.8349157733538,293.1114068441065
537.8352220520674,254.0965779467681
535.8358346094947,225.08555133079847
538.8349157733538,200.0760456273764
538.8349157733538,183.06958174904946
522.8398162327718,182.06920152091254
516.8416539050536,184.06996197718627
496.8477794793262,186.0707224334601
475.85421133231245,194.07376425855512
472.85513016845334,200.0760456273764
471.85543644716694,209.07946768060833
471.85543644716694,228.0866920152091
472.85513016845334,245.09315589353616
472.85513016845334,267.1015209125476
472.85513016845334,279.10608365019016
470.8557427258806,308.1171102661597
467.8566615620215,333.1266159695818
466.8569678407351,365.138783269962
461.8584992343032,402.15285171102664
456.86003062787137,425.1615969581749
454.86064318529867,432.16425855513313
455.860336906585,421.1600760456274
432.8673813169985,432.16425855513313
388.8808575803982,431.1638783269962
366.887595712098,430.16349809885935
329.8989280245023,429.1631178707225
301.9075038284839,425.1615969581749
248.92373660030628,425.1615969581749
235.92771822358347,424.16121673003806
218.93292496171517,424.16121673003806
217.9332312404288,424.16121673003806
208.93598774885146,406.1543726235742
202.93782542113325,375.14258555133085
201.93813169984688,350.1330798479088
196.93966309341502,320.1216730038023
194.94027565084227,310.1178707224335
196.93966309341502,275.1045627376426
199.93874425727412,230.08745247148295
196.93966309341502,198.07528517110268
193.94058192955592,182.06920152091254
191.94119448698316,167.06349809885933
278.9145482388974,342.1300380228137
275.9154670750383,313.11901140684415
274.91577335375194,287.10912547528517
274.91577335375194,257.09771863117874
277.91485451761105,222.08441064638782
279.9142419601838,187.07110266159702
283.91301684532925,160.06083650190112
285.912404287902,141.05361216730034
290.91087289433386,126.04790874524713
290.91087289433386,102.03878326996198
302.90719754977033,68.02585551330799
308.90535987748854,54.02053231939158
326.8998468606432,50.01901140684413
363.8885145482389,46.01749049429657
388.8808575803982,44.01673003802284
424.86983154670753,39.01482889733836
530.8373660030628,37.01406844106464
563.827258805513,37.01406844106464
660.797549770291,32.01216730038027
722.778560490046,33.012547528517075
